product,v_title,v_videoId,v_channelTitle,v_publishTime,v_description,v_thumbnail,c_id,c_parentId,c_author,c_published_at,c_updated_at,c_like_count,c_text
Midsommar (2019) Movie,The Horror of MIDSOMMAR Explained,uC_y4CC2VRM,FilmComicsExplained,2020-10-25T14:03:44Z,"Written and Directed by Ari Aster, Midsommar follows a group of friends who travel to Sweden for a festival that occurs once every ...",https://i.ytimg.com/vi/uC_y4CC2VRM/default.jpg,UgyY-2GwUe06N6WpiLB4AaABAg,,melodylindsey4868,2021-02-15T06:30:07Z,2021-02-15T06:30:07Z,5944,"Fun fact: I have that exact portrait of the girl and the bear that can be seen in Dani’s bedroom. I got that at IKEA, which means they probably did too. THEY GOT IT FROM A SWEDISH FURNITURE STORE."
Midsommar (2019) Movie,MIDSOMMAR | Official Trailer HD | A24,1Vnghdsjmd0,A24,2019-05-14T13:00:03Z,"SUBSCRIBE: http://bit.ly/A24subscribe THIS SUMMER, LET THE FESTIVITIES BEGIN. From writer/director Ari Aster (Hereditary) ...",https://i.ytimg.com/vi/1Vnghdsjmd0/default.jpg,Ugwhg_oM4bwbSd57KIJ4AaABAg,,CalicoJoeJoe,2019-06-29T21:06:51Z,2019-06-29T21:06:51Z,5926,The Light makes you feel safe in scary movies. They flipped that.
Midsommar (2019) Movie,MIDSOMMAR (2019) Story + Ending Explained,3AK0aN1m66s,FoundFlix,2019-07-21T02:00:00Z,"midsommarmovie #endingexplained In Midsommar, writer/director Ari Aster's follow up to Hereditary, a group of college kids ...",https://i.ytimg.com/vi/3AK0aN1m66s/default.jpg,UgyJcKdbiVFkXtFZUOh4AaABAg,,donteh855,2019-07-22T14:42:54Z,2019-07-22T14:42:54Z,5887,"“Hey bro wanna go to a weird festival in Sweden in the middle of nowhere?”


Black guy: nope."
Midsommar (2019) Movie,That Midsommar scene but it&#39;s even more disturbing,SCDLBLPOzj8,Pepe Rico Piqué,2020-04-06T16:50:55Z,I'm shit doing masks. Watch with headphones for an enhanced horror experience. Watch my The Lighthouse Spongebob video ...,https://i.ytimg.com/vi/SCDLBLPOzj8/default.jpg,UgzUjVpkd9Bl9li172N4AaABAg,,user-zq7lz5ri3b,2020-11-16T22:56:37Z,2020-11-16T22:56:37Z,5878,"i haven’t watched the movie, but when i found out that the director of midsommar is also the director of the film hereditary, i knew in my very guts that it’s a good film"
Midsommar (2019) Movie,MIDSOMMAR | Official Trailer HD | A24,1Vnghdsjmd0,A24,2019-05-14T13:00:03Z,"SUBSCRIBE: http://bit.ly/A24subscribe THIS SUMMER, LET THE FESTIVITIES BEGIN. From writer/director Ari Aster (Hereditary) ...",https://i.ytimg.com/vi/1Vnghdsjmd0/default.jpg,UgwzZI28SxYSiQQbfXR4AaABAg,,joeygfrombrooklyn,2019-05-15T21:05:49Z,2019-05-15T21:05:49Z,5781,"When you sit down in a theater and see the A24 logo, that’s when you know you’re not coming out the same way you came in."
Midsommar (2019) Movie,Midsommar (2019) KILL COUNT,uW9fbnLgkpI,Dead Meat,2021-06-18T13:00:33Z,MERCH: http://deadmeatstore.com Buy Midsommar on... DVD ▻ https://amzn.to/3qin2ny BluRay ▻ https://amzn.to/2SmcMOE ...,https://i.ytimg.com/vi/uW9fbnLgkpI/default.jpg,UgwWUuE3kIEJih5bcBZ4AaABAg,,chelseasams354,2021-06-29T18:00:01Z,2021-06-29T18:00:01Z,5757,"When I first saw this it completely went over my head that when Pelle tells Dani that his parents died in a fire, they were sacrificed in this same ritual."
Midsommar (2019) Movie,Midsommar (2019) KILL COUNT,uW9fbnLgkpI,Dead Meat,2021-06-18T13:00:33Z,MERCH: http://deadmeatstore.com Buy Midsommar on... DVD ▻ https://amzn.to/3qin2ny BluRay ▻ https://amzn.to/2SmcMOE ...,https://i.ytimg.com/vi/uW9fbnLgkpI/default.jpg,UgwQaHMfdBXakeXAk1x4AaABAg,,andywood375,2022-05-09T13:54:10Z,2022-05-09T13:54:10Z,5714,"Pelle was by far the scariest man in this movie. He seems so sweet, gentle and understanding. It was him who killed Josh with the sledgehammer."
Midsommar (2019) Movie,Midsommar Deleted Scene (Director&#39;s Cut),TScihXPhQGk,Shelly's Creation,2021-05-17T18:13:35Z,"FlorencePugh #AriAster Film: Midsommar (2019) Director: Ari Aster Cast: Florence Pugh, Jack Reynor NO COPYRIGHT ...",https://i.ytimg.com/vi/TScihXPhQGk/default.jpg,UgwbfWW5oplfEkor6DZ4AaABAg,,j4r3d29,2021-08-31T09:07:06Z,2021-08-31T09:07:06Z,5616,"“We’ve been in this for a while. You’ve been trying to pull away and I’ve been in denial.”

Poetry."
Midsommar (2019) Movie,MIDSOMMAR | Official Trailer HD | A24,1Vnghdsjmd0,A24,2019-05-14T13:00:03Z,"SUBSCRIBE: http://bit.ly/A24subscribe THIS SUMMER, LET THE FESTIVITIES BEGIN. From writer/director Ari Aster (Hereditary) ...",https://i.ytimg.com/vi/1Vnghdsjmd0/default.jpg,Ugxs-hDBz9udCC1p9gV4AaABAg,,weirdsllemong4124,2020-01-02T04:50:56Z,2020-01-02T04:50:56Z,5592,"When you see that *""You guys getting paid?"" Guy*"
Midsommar (2019) Movie,MIDSOMMAR (2019) Story + Ending Explained,3AK0aN1m66s,FoundFlix,2019-07-21T02:00:00Z,"midsommarmovie #endingexplained In Midsommar, writer/director Ari Aster's follow up to Hereditary, a group of college kids ...",https://i.ytimg.com/vi/3AK0aN1m66s/default.jpg,UgxqJHkKH1KwtxUkQqJ4AaABAg,,tikka4044,2019-11-02T18:54:29Z,2019-11-02T18:54:29Z,5561,did no one notice the period blood in christian's cup at the same time he had pubic hair in his pie. it was according to that painting shown as they all enter the village.
Midsommar (2019) Movie,The Horror of MIDSOMMAR Explained,uC_y4CC2VRM,FilmComicsExplained,2020-10-25T14:03:44Z,"Written and Directed by Ari Aster, Midsommar follows a group of friends who travel to Sweden for a festival that occurs once every ...",https://i.ytimg.com/vi/uC_y4CC2VRM/default.jpg,UgxUninIf9r2iHHfMnN4AaABAg,,haibuiphuoc4442,2020-11-28T08:03:29Z,2020-11-28T08:03:29Z,5522,this is why Pewdiepie left Sweden
Midsommar (2019) Movie,Midsommar (2019) KILL COUNT,uW9fbnLgkpI,Dead Meat,2021-06-18T13:00:33Z,MERCH: http://deadmeatstore.com Buy Midsommar on... DVD ▻ https://amzn.to/3qin2ny BluRay ▻ https://amzn.to/2SmcMOE ...,https://i.ytimg.com/vi/uW9fbnLgkpI/default.jpg,Ugwtt8r9qghdYA1Ehvx4AaABAg,,FBBHRULEZ,2021-06-21T02:42:50Z,2021-06-21T02:42:50Z,5500,"James is right. Condemning Christian is not a Yaaaaas Queen moment.
However, it is, in fact, a May Queen moment."
Midsommar (2019) Movie,Midsommar (2019) KILL COUNT,uW9fbnLgkpI,Dead Meat,2021-06-18T13:00:33Z,MERCH: http://deadmeatstore.com Buy Midsommar on... DVD ▻ https://amzn.to/3qin2ny BluRay ▻ https://amzn.to/2SmcMOE ...,https://i.ytimg.com/vi/uW9fbnLgkpI/default.jpg,UgwiCHgaZt8J4ZWlUn94AaABAg,,nycn1nja91,2021-11-15T17:26:52Z,2021-11-15T17:26:52Z,5438,"i just came up with a theory: With the dance sequence, what if the women around Dani were deliberately falling to make her the last woman standing? They knew she was in pain, and what's the best way to cheer someone up? Make them feel like a princess. They took advantage of her pain and this was only another manner of inducting Dani into the cult. 

This movie is so brilliant. It's not just mindless entertainment, it's a movie that really makes you think and theorize and exposes you to uncomfortable imagery and topics that are very real."
Midsommar (2019) Movie,Midsommar Deleted Scene (Director&#39;s Cut),TScihXPhQGk,Shelly's Creation,2021-05-17T18:13:35Z,"FlorencePugh #AriAster Film: Midsommar (2019) Director: Ari Aster Cast: Florence Pugh, Jack Reynor NO COPYRIGHT ...",https://i.ytimg.com/vi/TScihXPhQGk/default.jpg,UgzgKRNNQI_K0EsnRhd4AaABAg,,lymer5,2021-07-19T10:55:28Z,2021-07-19T10:55:28Z,5315,"Such a perfect representation of a toxic relationship. You can see how he is gaslighting her, denying her feelings and twisting reality. Really hits home after being with a narcissist. It's always YOUR fault, you mistaken things, you are imagining things, or your actions are ""misunderstood"" by the narcissist. They act incongruently so that they keep you confused and off the edge. It's so cruel."
Midsommar (2019) Movie,MIDSOMMAR (2019) Story + Ending Explained,3AK0aN1m66s,FoundFlix,2019-07-21T02:00:00Z,"midsommarmovie #endingexplained In Midsommar, writer/director Ari Aster's follow up to Hereditary, a group of college kids ...",https://i.ytimg.com/vi/3AK0aN1m66s/default.jpg,UgzUfVGP91w8yFvnTJ14AaABAg,,moonjui,2020-10-24T18:56:43Z,2020-10-24T18:56:43Z,5287,"the fact that this guy interprets the movie's ending as positive is absolutely mind blowing to me. that's the genius thing about it though, it makes you empathise with her and you don't even realise that this is the most horrific ending possible - her mind is broken and she is literally consumed by their ritual, symbolised in her dress. It's the end of the journey for her - she's been completely indoctrinated, and so has the audience."
Midsommar (2019) Movie,Midsommar Deleted Scene (Director&#39;s Cut),TScihXPhQGk,Shelly's Creation,2021-05-17T18:13:35Z,"FlorencePugh #AriAster Film: Midsommar (2019) Director: Ari Aster Cast: Florence Pugh, Jack Reynor NO COPYRIGHT ...",https://i.ytimg.com/vi/TScihXPhQGk/default.jpg,UgyJOtjMTXdF-eVtUdB4AaABAg,,erobwen,2021-06-27T11:55:11Z,2022-01-26T06:14:40Z,5280,"I like this scene because it makes Christians ending seems more ""fair"". He did not see the warning signs, and did not have empathy enough to see how fucked up this cult was, so he payed the price. I think they should have kept this scene."
Midsommar (2019) Movie,Midsommar (2019) KILL COUNT,uW9fbnLgkpI,Dead Meat,2021-06-18T13:00:33Z,MERCH: http://deadmeatstore.com Buy Midsommar on... DVD ▻ https://amzn.to/3qin2ny BluRay ▻ https://amzn.to/2SmcMOE ...,https://i.ytimg.com/vi/uW9fbnLgkpI/default.jpg,UgyQj1c0-rj_IfaHJP94AaABAg,,bb-ih9hg,2021-07-09T05:45:18Z,2021-07-09T05:45:18Z,5261,"The broken legs part made me so sick lmao but this was a really interesting movie. Someone once said, if you think Dani got a happy ending, you'd fall into a cult too — hell, you just did."
Midsommar (2019) Movie,MIDSOMMAR | Official Trailer HD | A24,1Vnghdsjmd0,A24,2019-05-14T13:00:03Z,"SUBSCRIBE: http://bit.ly/A24subscribe THIS SUMMER, LET THE FESTIVITIES BEGIN. From writer/director Ari Aster (Hereditary) ...",https://i.ytimg.com/vi/1Vnghdsjmd0/default.jpg,UgwTcOFHjrwbf0jHg114AaABAg,,alexalvarado2048,2019-07-03T04:14:51Z,2019-07-03T04:14:51Z,5186,Can we please talk about how the visual environment makes you feel kinda safe/in peace but the music makes you stay in expectation of something terrible is about to happen?
Midsommar (2019) Movie,MIDSOMMAR | Official Trailer HD | A24,1Vnghdsjmd0,A24,2019-05-14T13:00:03Z,"SUBSCRIBE: http://bit.ly/A24subscribe THIS SUMMER, LET THE FESTIVITIES BEGIN. From writer/director Ari Aster (Hereditary) ...",https://i.ytimg.com/vi/1Vnghdsjmd0/default.jpg,UgzKRym2dyP-dD735Ip4AaABAg,,veilofmayaa,2020-02-10T18:22:17Z,2020-02-10T18:22:17Z,5063,Surprised nobody's mentioned how good the music is.
Midsommar (2019) Movie,Midsommar (2019) KILL COUNT,uW9fbnLgkpI,Dead Meat,2021-06-18T13:00:33Z,MERCH: http://deadmeatstore.com Buy Midsommar on... DVD ▻ https://amzn.to/3qin2ny BluRay ▻ https://amzn.to/2SmcMOE ...,https://i.ytimg.com/vi/uW9fbnLgkpI/default.jpg,UgwKpYcoP1cELl4U4014AaABAg,,kurtisconner,2021-06-18T18:56:27Z,2021-06-18T18:56:27Z,5051,this movie is so good it's bullshit!!!!!
Midsommar (2019) Movie,Midsommar (2019) - Ending Explained!,Am_7_abqjCk,WatchMojo.com,2019-07-04T01:00:02Z,"In what is being described as the scariest movie of the year, Midsommar is also leaving horror fans with their heads scratching.",https://i.ytimg.com/vi/Am_7_abqjCk/default.jpg,UgyL4hx3KEBwO5PC6_F4AaABAg,,zoebarrow7199,2019-07-04T04:39:39Z,2019-07-04T04:39:39Z,5016,This doesn’t really explain anything just summarizes the movie
Midsommar (2019) Movie,MIDSOMMAR | Official Teaser Trailer HD | A24,I0UWIya-O0s,A24,2019-03-05T15:00:02Z,"SUBSCRIBE: http://bit.ly/A24subscribe THIS SUMMER, LET THE FESTIVITIES BEGIN. From writer/director Ari Aster and starring ...",https://i.ytimg.com/vi/I0UWIya-O0s/default.jpg,UgzpscpEkOc8fKYTvGF4AaABAg,,rozwalacz01,2019-03-05T18:41:32Z,2019-03-05T18:41:32Z,4958,An actual horror movie with bright colors? I'm sold
Midsommar (2019) Movie,MIDSOMMAR (2019) Story + Ending Explained,3AK0aN1m66s,FoundFlix,2019-07-21T02:00:00Z,"midsommarmovie #endingexplained In Midsommar, writer/director Ari Aster's follow up to Hereditary, a group of college kids ...",https://i.ytimg.com/vi/3AK0aN1m66s/default.jpg,UgxC19BJH_IKciO9YYN4AaABAg,,mlghardscopeftw419,2019-11-10T21:05:19Z,2019-11-10T21:05:19Z,4928,Correction: Dani isn’t suddenly able to speak swedish during the mayqueen dance. She becomes able to communicate with another girl speaking jibberish as is said in a conversation between the two.
Midsommar (2019) Movie,MIDSOMMAR (2019) Story + Ending Explained,3AK0aN1m66s,FoundFlix,2019-07-21T02:00:00Z,"midsommarmovie #endingexplained In Midsommar, writer/director Ari Aster's follow up to Hereditary, a group of college kids ...",https://i.ytimg.com/vi/3AK0aN1m66s/default.jpg,UgwVcRyNAMa1mf6pIXV4AaABAg,,ivansmom,2019-09-29T15:39:13Z,2019-09-29T15:39:13Z,4917,"When Dani had a dream that Christian, Mark, and Josh drove off, leaving her behind.. 
She was going to be the only of  them being left there in the end."
Midsommar (2019) Movie,Midsommar (2019) KILL COUNT,uW9fbnLgkpI,Dead Meat,2021-06-18T13:00:33Z,MERCH: http://deadmeatstore.com Buy Midsommar on... DVD ▻ https://amzn.to/3qin2ny BluRay ▻ https://amzn.to/2SmcMOE ...,https://i.ytimg.com/vi/uW9fbnLgkpI/default.jpg,UgzZNHOQwYecVIbLOHB4AaABAg,,wiruthewexican,2021-06-19T03:31:35Z,2021-07-19T14:33:40Z,4858,"This whole movie's basically just a litmus test to see if you're susceptible to cult tactics, and if you thought it was a ""yas queen, girl power"" movie have I got news for you"
Midsommar (2019) Movie,The Horror of MIDSOMMAR Explained,uC_y4CC2VRM,FilmComicsExplained,2020-10-25T14:03:44Z,"Written and Directed by Ari Aster, Midsommar follows a group of friends who travel to Sweden for a festival that occurs once every ...",https://i.ytimg.com/vi/uC_y4CC2VRM/default.jpg,Ugxvm3yONcG4lroeWN14AaABAg,,codinginflow,2020-11-25T22:38:31Z,2020-11-25T22:39:19Z,4856,"Lol I haven't watched the movie but my mother did accidentally (apparently she didn't know it was a horror movie), and it absolutely disturbed her"
Midsommar (2019) Movie,Midsommar (2019) Ending Scene [4K],x2ABJAyfVpw,Ian,2020-07-25T06:41:42Z,Midsommar #AriAster #A24 #4K Synopsis: A couple travel to Sweden to visit their friend's rural hometown for its fabled ...,https://i.ytimg.com/vi/x2ABJAyfVpw/default.jpg,UgyeXbWMc1g1dIPkmvF4AaABAg,,Jopeth23,2021-08-02T17:37:38Z,2021-08-02T17:37:38Z,4842,She's smiling coz she's finally free from that unBEARable relationship.
Midsommar (2019) Movie,Midsommar (2019) KILL COUNT,uW9fbnLgkpI,Dead Meat,2021-06-18T13:00:33Z,MERCH: http://deadmeatstore.com Buy Midsommar on... DVD ▻ https://amzn.to/3qin2ny BluRay ▻ https://amzn.to/2SmcMOE ...,https://i.ytimg.com/vi/uW9fbnLgkpI/default.jpg,Ugz0JzSkFlNEdMzZHlZ4AaABAg,,Alejandra-se2yd,2021-06-29T04:51:27Z,2021-06-29T04:51:27Z,4815,"All the villagers are murderers, Christian was raped and that's definitely not a happy ending for Dani. Nobody is going to change my mind about that. 
The movie was great though."
Midsommar (2019) Movie,The Horror of MIDSOMMAR Explained,uC_y4CC2VRM,FilmComicsExplained,2020-10-25T14:03:44Z,"Written and Directed by Ari Aster, Midsommar follows a group of friends who travel to Sweden for a festival that occurs once every ...",https://i.ytimg.com/vi/uC_y4CC2VRM/default.jpg,Ugzii3vb5HpR5AP4eCR4AaABAg,,iqbalconan21,2020-10-25T14:20:04Z,2020-10-25T14:20:04Z,4809,This kind of horror movie always got me! No need jumpscare to make you terrified
Midsommar (2019) Movie,MIDSOMMAR | Official Trailer HD | A24,1Vnghdsjmd0,A24,2019-05-14T13:00:03Z,"SUBSCRIBE: http://bit.ly/A24subscribe THIS SUMMER, LET THE FESTIVITIES BEGIN. From writer/director Ari Aster (Hereditary) ...",https://i.ytimg.com/vi/1Vnghdsjmd0/default.jpg,Ugz_ukrhGZtHXbDFsH54AaABAg,,jakeaaron,2019-06-09T17:17:49Z,2019-06-09T17:17:49Z,4752,"It's about a relationship dissolving in Sweden .
.....so a trip to IKEA."
Midsommar (2019) Movie,Midsommar (2019) - Ending Explained!,Am_7_abqjCk,WatchMojo.com,2019-07-04T01:00:02Z,"In what is being described as the scariest movie of the year, Midsommar is also leaving horror fans with their heads scratching.",https://i.ytimg.com/vi/Am_7_abqjCk/default.jpg,UgzVZvgqk3u6pIO7J4p4AaABAg,,safaslote4743,2019-07-04T05:30:11Z,2019-07-04T05:30:11Z,4733,I think the most important thing I learned was to not drink everything that strangers give you...
Midsommar (2019) Movie,Midsommar (2019) KILL COUNT,uW9fbnLgkpI,Dead Meat,2021-06-18T13:00:33Z,MERCH: http://deadmeatstore.com Buy Midsommar on... DVD ▻ https://amzn.to/3qin2ny BluRay ▻ https://amzn.to/2SmcMOE ...,https://i.ytimg.com/vi/uW9fbnLgkpI/default.jpg,UgzlzhTN3DSxI2SfpaJ4AaABAg,,ghostf6321,2021-07-06T21:17:37Z,2021-07-06T21:17:37Z,4662,The thing I love about midsommer and hereditary is they don't rely on jump scares.
Midsommar (2019) Movie,MIDSOMMAR (2019) Story + Ending Explained,3AK0aN1m66s,FoundFlix,2019-07-21T02:00:00Z,"midsommarmovie #endingexplained In Midsommar, writer/director Ari Aster's follow up to Hereditary, a group of college kids ...",https://i.ytimg.com/vi/3AK0aN1m66s/default.jpg,UgzijVsh1l-f10CZr5t4AaABAg,,tormundgiantsbane6133,2020-02-20T13:53:07Z,2020-02-20T13:53:07Z,4620,Christian looks like a love child between Chris Pratt and Seth rogan
Midsommar (2019) Movie,MIDSOMMAR (2019) Story + Ending Explained,3AK0aN1m66s,FoundFlix,2019-07-21T02:00:00Z,"midsommarmovie #endingexplained In Midsommar, writer/director Ari Aster's follow up to Hereditary, a group of college kids ...",https://i.ytimg.com/vi/3AK0aN1m66s/default.jpg,UgyEQBtZrNJtpFkIlBN4AaABAg,,pixelpulse0755,2019-09-29T13:21:24Z,2019-09-29T13:21:24Z,4607,"Two words to describe this movie ""Pastel Gore"""
Midsommar (2019) Movie,MIDSOMMAR | Official Trailer HD | A24,1Vnghdsjmd0,A24,2019-05-14T13:00:03Z,"SUBSCRIBE: http://bit.ly/A24subscribe THIS SUMMER, LET THE FESTIVITIES BEGIN. From writer/director Ari Aster (Hereditary) ...",https://i.ytimg.com/vi/1Vnghdsjmd0/default.jpg,Ugx0ZqByLhf8NYflvgN4AaABAg,,serna0032,2020-01-13T18:26:53Z,2020-01-13T18:26:53Z,4606,"Editor: How much color and brightness you want?
Director : Yes!"
Midsommar (2019) Movie,MIDSOMMAR (2019) Story + Ending Explained,3AK0aN1m66s,FoundFlix,2019-07-21T02:00:00Z,"midsommarmovie #endingexplained In Midsommar, writer/director Ari Aster's follow up to Hereditary, a group of college kids ...",https://i.ytimg.com/vi/3AK0aN1m66s/default.jpg,UgwFxOi2Y6vD3-E3nX94AaABAg,,jamiecisfemalesheher5250,2021-06-14T09:47:13Z,2021-07-27T19:41:42Z,4600,“christian cheating” is a very funky way of saying “drugged and raped”
Midsommar (2019) Movie,MIDSOMMAR (2019) Story + Ending Explained,3AK0aN1m66s,FoundFlix,2019-07-21T02:00:00Z,"midsommarmovie #endingexplained In Midsommar, writer/director Ari Aster's follow up to Hereditary, a group of college kids ...",https://i.ytimg.com/vi/3AK0aN1m66s/default.jpg,UgyhJH2pdxK2YwmJPx94AaABAg,,MossTunic,2020-10-11T08:42:23Z,2021-02-12T02:09:27Z,4558,"also, as dani was putting seeds, meat, & egg into the hole in the earth, christian was literally (symbolically lol) doing the same to maya. my friend's & i just watched this & one friend pointed it out "
Midsommar (2019) Movie,MIDSOMMAR | Official Trailer HD | A24,1Vnghdsjmd0,A24,2019-05-14T13:00:03Z,"SUBSCRIBE: http://bit.ly/A24subscribe THIS SUMMER, LET THE FESTIVITIES BEGIN. From writer/director Ari Aster (Hereditary) ...",https://i.ytimg.com/vi/1Vnghdsjmd0/default.jpg,UgxLFoxc-N6voTF1GQd4AaABAg,,jahrmusic,2019-07-05T21:43:37Z,2019-07-05T21:43:37Z,4539,I'm Swedish and I can confirm that this is how we celebrate midsummer. Welcome everybody!
Midsommar (2019) Movie,Midsommar (2019) KILL COUNT,uW9fbnLgkpI,Dead Meat,2021-06-18T13:00:33Z,MERCH: http://deadmeatstore.com Buy Midsommar on... DVD ▻ https://amzn.to/3qin2ny BluRay ▻ https://amzn.to/2SmcMOE ...,https://i.ytimg.com/vi/uW9fbnLgkpI/default.jpg,Ugwepqk07sCN1Qhs_8N4AaABAg,,peachyqueen4399,2021-06-25T01:37:02Z,2021-06-25T01:37:02Z,4512,"Something I'm seeing a lot in these comments is how ""funny"" it would be or how it would feel like being ""mocked"" for the Horgas to be crying/screaming along with you in a moment of grief. However, it's a legitimate cult tactic that WORKS. It's called Mirroring & it's meant to make you feel as if your emotions are understood and that you aren't alone. Cults are known to go after people that feel alone & have no one else. What better way to pull them in than to make sure they feel understood & heard?"
Midsommar (2019) Movie,Midsommar (2019) Ending Scene [4K],x2ABJAyfVpw,Ian,2020-07-25T06:41:42Z,Midsommar #AriAster #A24 #4K Synopsis: A couple travel to Sweden to visit their friend's rural hometown for its fabled ...,https://i.ytimg.com/vi/x2ABJAyfVpw/default.jpg,UgwbZWHcf1NJOz5WWzZ4AaABAg,,suchaposer1623,2021-06-30T03:02:47Z,2021-06-30T03:02:47Z,4441,The fact that the music is so light and soaring and free in a way makes everything even more disturbing.
Midsommar (2019) Movie,Midsommar Deleted Scene (Director&#39;s Cut),TScihXPhQGk,Shelly's Creation,2021-05-17T18:13:35Z,"FlorencePugh #AriAster Film: Midsommar (2019) Director: Ari Aster Cast: Florence Pugh, Jack Reynor NO COPYRIGHT ...",https://i.ytimg.com/vi/TScihXPhQGk/default.jpg,Ugww2azwrNLJb-QWN3p4AaABAg,,SaxandRelax,2021-06-27T18:51:53Z,2021-06-27T18:51:53Z,4363,"This scene really emphasizes how the Harga listen to Dani, but Christian does not."
Midsommar (2019) Movie,MIDSOMMAR (2019) Story + Ending Explained,3AK0aN1m66s,FoundFlix,2019-07-21T02:00:00Z,"midsommarmovie #endingexplained In Midsommar, writer/director Ari Aster's follow up to Hereditary, a group of college kids ...",https://i.ytimg.com/vi/3AK0aN1m66s/default.jpg,UgyyXPnz8gbRNKZrXtN4AaABAg,,damianlee6957,2019-11-01T09:47:21Z,2019-11-01T09:47:21Z,4312,This movie is an acid trip at the worst possible festival
Midsommar (2019) Movie,MIDSOMMAR (2019) Story + Ending Explained,3AK0aN1m66s,FoundFlix,2019-07-21T02:00:00Z,"midsommarmovie #endingexplained In Midsommar, writer/director Ari Aster's follow up to Hereditary, a group of college kids ...",https://i.ytimg.com/vi/3AK0aN1m66s/default.jpg,UgzCPOTdW6ZXdJO2Hv94AaABAg,,orange555,2020-10-31T06:42:51Z,2020-10-31T06:42:51Z,4306,"The guy clapping in Christian's face is an ironic jab at his reaction towards Dani's need for him in her darkest times. ""...Why would you do that?"" Role reversal. Hilarious and subtle."
Midsommar (2019) Movie,Midsommar (2019) - Ending Explained!,Am_7_abqjCk,WatchMojo.com,2019-07-04T01:00:02Z,"In what is being described as the scariest movie of the year, Midsommar is also leaving horror fans with their heads scratching.",https://i.ytimg.com/vi/Am_7_abqjCk/default.jpg,UgzdyZ6-NDR9n90XpUB4AaABAg,,SantaBarbaraBiking,2019-07-05T06:09:44Z,2019-07-05T06:09:44Z,4283,I would have turned around and walked away right when I saw a bunch of people in white clothes.
Midsommar (2019) Movie,MIDSOMMAR | Official Trailer HD | A24,1Vnghdsjmd0,A24,2019-05-14T13:00:03Z,"SUBSCRIBE: http://bit.ly/A24subscribe THIS SUMMER, LET THE FESTIVITIES BEGIN. From writer/director Ari Aster (Hereditary) ...",https://i.ytimg.com/vi/1Vnghdsjmd0/default.jpg,UgzcNjyXsuRGd5h1m-J4AaABAg,,mortimermus9066,2019-05-19T01:52:20Z,2019-05-19T01:52:20Z,4256,As a Swedish person I find this to be an offensive and unrealistic representation of our culture because there's nothing wrong about sacrificing human victims once or twice every year or so.
Midsommar (2019) Movie,That Midsommar scene but it&#39;s even more disturbing,SCDLBLPOzj8,Pepe Rico Piqué,2020-04-06T16:50:55Z,I'm shit doing masks. Watch with headphones for an enhanced horror experience. Watch my The Lighthouse Spongebob video ...,https://i.ytimg.com/vi/SCDLBLPOzj8/default.jpg,Ugx-e72x1mXdR4oyUUF4AaABAg,,sagneato1386,2020-12-28T18:10:07Z,2020-12-28T18:10:23Z,4220,Florence Pugh's facial expressions and her ability to convey such sadness and make me sad at the same time is mystifying. Like I don't know how she does it but I wish she would keep doing it
Midsommar (2019) Movie,Midsommar (2019) KILL COUNT,uW9fbnLgkpI,Dead Meat,2021-06-18T13:00:33Z,MERCH: http://deadmeatstore.com Buy Midsommar on... DVD ▻ https://amzn.to/3qin2ny BluRay ▻ https://amzn.to/2SmcMOE ...,https://i.ytimg.com/vi/uW9fbnLgkpI/default.jpg,Ugz0yiG6Ieo4tW2S5CB4AaABAg,,amityislandchum,2021-12-15T17:42:07Z,2021-12-15T17:42:07Z,4211,"I'm glad you highlight the rape scene for what it is.  I've watched a lot of videos saying we should be happy about what happens to Christian, because he's an asshole.  Even the CinemaSins video says it, and CinemaSins is far too popular to not be called out on that gross shit.  Saying a man deserves to be raped for being an asshole isn't different than saying a woman deserves it for flirting or dressing sexy.  It's disturbing that that mentality is still out there."
Midsommar (2019) Movie,MIDSOMMAR | Official Teaser Trailer HD | A24,I0UWIya-O0s,A24,2019-03-05T15:00:02Z,"SUBSCRIBE: http://bit.ly/A24subscribe THIS SUMMER, LET THE FESTIVITIES BEGIN. From writer/director Ari Aster and starring ...",https://i.ytimg.com/vi/I0UWIya-O0s/default.jpg,UgyfN4IQy9uvj-tg9zl4AaABAg,,Liverpool-1892.,2019-03-18T13:54:39Z,2019-03-18T13:54:39Z,4182,After this movie you'll be as scared sleeping with light on as well as off.
Midsommar (2019) Movie,MIDSOMMAR (2019) Story + Ending Explained,3AK0aN1m66s,FoundFlix,2019-07-21T02:00:00Z,"midsommarmovie #endingexplained In Midsommar, writer/director Ari Aster's follow up to Hereditary, a group of college kids ...",https://i.ytimg.com/vi/3AK0aN1m66s/default.jpg,UgzWs7LN9ZhGrHO98td4AaABAg,,nobodycares3032,2019-11-11T01:58:30Z,2019-11-11T01:58:30Z,4160,I also noticed at the beginning of the movie when Dani was laying on either the couch or her bed that there was a huge painting of a bear above her. I just thought that was crazy since her boyfriend was put into a bear at the end
